title,url
Barbie,https://letterboxd.com/film/barbie/
Parasite,https://letterboxd.com/film/parasite-2019/
Fight Club,https://letterboxd.com/film/fight-club/
Everything Everywhere All at Once,https://letterboxd.com/film/everything-everywhere-all-at-once/
La La Land,https://letterboxd.com/film/la-la-land/
Interstellar,https://letterboxd.com/film/interstellar/
Oppenheimer,https://letterboxd.com/film/oppenheimer-2023/
Joker,https://letterboxd.com/film/joker-2019/
Pulp Fiction,https://letterboxd.com/film/pulp-fiction/
Whiplash,https://letterboxd.com/film/whiplash-2014/
Dune,https://letterboxd.com/film/dune-2021/
Get Out,https://letterboxd.com/film/get-out-2017/
Spider-Man: Into the Spider-Verse,https://letterboxd.com/film/spider-man-into-the-spider-verse/
Midsommar,https://letterboxd.com/film/midsommar/
The Batman,https://letterboxd.com/film/the-batman/
Knives Out,https://letterboxd.com/film/knives-out-2019/
The Truman Show,https://letterboxd.com/film/the-truman-show/
The Dark Knight,https://letterboxd.com/film/the-dark-knight/
Inception,https://letterboxd.com/film/inception/
Saltburn,https://letterboxd.com/film/saltburn/
Poor Things,https://letterboxd.com/film/poor-things-2023/
Spider-Man: Across the Spider-Verse,https://letterboxd.com/film/spider-man-across-the-spider-verse/
American Psycho,https://letterboxd.com/film/american-psycho/
Eternal Sunshine of the Spotless Mind,https://letterboxd.com/film/eternal-sunshine-of-the-spotless-mind/
Lady Bird,https://letterboxd.com/film/lady-bird/
Dune: Part Two,https://letterboxd.com/film/dune-part-two/
The Wolf of Wall Street,https://letterboxd.com/film/the-wolf-of-wall-street/
Spirited Away,https://letterboxd.com/film/spirited-away/
The Grand Budapest Hotel,https://letterboxd.com/film/the-grand-budapest-hotel/
The Menu,https://letterboxd.com/film/the-menu-2022/
Spider-Man: No Way Home,https://letterboxd.com/film/spider-man-no-way-home/
The Shining,https://letterboxd.com/film/the-shining/
Gone Girl,https://letterboxd.com/film/gone-girl/
Black Swan,https://letterboxd.com/film/black-swan/
Once Upon a Time... in Hollywood,https://letterboxd.com/film/once-upon-a-time-in-hollywood/
Forrest Gump,https://letterboxd.com/film/forrest-gump/
Little Women,https://letterboxd.com/film/little-women-2019/
Inglourious Basterds,https://letterboxd.com/film/inglourious-basterds/
Challengers,https://letterboxd.com/film/challengers/
10 Things I Hate About You,https://letterboxd.com/film/10-things-i-hate-about-you/
Se7en,https://letterboxd.com/film/se7en/
The Silence of the Lambs,https://letterboxd.com/film/the-silence-of-the-lambs/
Dead Poets Society,https://letterboxd.com/film/dead-poets-society/
Kill Bill: Vol. 1,https://letterboxd.com/film/kill-bill-vol-1/
The Godfather,https://letterboxd.com/film/the-godfather/
Avengers: Infinity War,https://letterboxd.com/film/avengers-infinity-war/
Shutter Island,https://letterboxd.com/film/shutter-island/
Call Me by Your Name,https://letterboxd.com/film/call-me-by-your-name/
Baby Driver,https://letterboxd.com/film/baby-driver/
Ratatouille,https://letterboxd.com/film/ratatouille/
Django Unchained,https://letterboxd.com/film/django-unchained/
Avengers: Endgame,https://letterboxd.com/film/avengers-endgame/
Hereditary,https://letterboxd.com/film/hereditary/
Fantastic Mr. Fox,https://letterboxd.com/film/fantastic-mr-fox/
Glass Onion,https://letterboxd.com/film/glass-onion/
Her,https://letterboxd.com/film/her/
The Social Network,https://letterboxd.com/film/the-social-network/
The Matrix,https://letterboxd.com/film/the-matrix/
Scott Pilgrim vs. the World,https://letterboxd.com/film/scott-pilgrim-vs-the-world/
The Substance,https://letterboxd.com/film/the-substance/
Inside Out 2,https://letterboxd.com/film/inside-out-2-2024/
The Perks of Being a Wallflower,https://letterboxd.com/film/the-perks-of-being-a-wallflower/
Nope,https://letterboxd.com/film/nope/
Deadpool & Wolverine,https://letterboxd.com/film/deadpool-wolverine/
Taxi Driver,https://letterboxd.com/film/taxi-driver/
Inside Out,https://letterboxd.com/film/inside-out-2015/
(500) Days of Summer,https://letterboxd.com/film/500-days-of-summer/
Good Will Hunting,https://letterboxd.com/film/good-will-hunting/
The Lord of the Rings: The Fellowship of the Ring,https://letterboxd.com/film/the-lord-of-the-rings-the-fellowship-of-the-ring/
The Shawshank Redemption,https://letterboxd.com/film/the-shawshank-redemption/
Guardians of the Galaxy,https://letterboxd.com/film/guardians-of-the-galaxy/
Blade Runner 2049,https://letterboxd.com/film/blade-runner-2049/
