title,director,genre_1,genre_2,actors,movie_release,average_rating,top_reviewer,top_review_rating,top_review_text,poster_url,release_date
Nobody,Ilya Naishuller,Action,Thriller,Bob Odenkirk,2021,3.5,Nakul,4.0,"""I’m not in danger Skyler, I’m the DANGER.""
- W̶a̶l̶t̶e̶r̶ ̶W̶h̶i̶t̶e̶ Saul Goodman",https://a.ltrbxd.com/resized/film-poster/5/4/2/5/5/5/542555-nobody-0-230-0-345-crop.jpg?v=eab2f81e32,2024-12-15
Drive My Car,Ryūsuke Hamaguchi,Drama,,Hidetoshi Nishijima,2021,4.2,David Chen,4.5,"You know this shit is good when they don't drop the opening credits on you until 40 minutes in. Sorry, it's just a golden rule of movies.",https://a.ltrbxd.com/resized/film-poster/6/7/9/2/9/1/679291-drive-my-car-0-230-0-345-crop.jpg?v=9e1f7c9f35,2024-12-16
Drive My Car,Ryūsuke Hamaguchi,Drama,,Hidetoshi Nishijima,2021,4.2,Patrick Willems,4.5,I know there’s way more important stuff here but I have to point out that the 2-door red Saab is one of the best movie cars I’ve ever seen. Just a truly excellent car. Lots of character.,https://a.ltrbxd.com/resized/film-poster/6/7/9/2/9/1/679291-drive-my-car-0-230-0-345-crop.jpg?v=9e1f7c9f35,2024-12-16
To All the Boys I've Loved Before,Susan Johnson,Comedy,Romance,Lana Condor,2018,3.0,cinéfila... 🕯️,3.5,kavinsky has the general vibe of a teenage mark ruffalo and i'm losing my entire mind over it,https://a.ltrbxd.com/resized/film-poster/3/9/7/9/4/2/397942-to-all-the-boys-i-ve-loved-before-0-230-0-345-crop.jpg?v=e623dcf4f3,2024-12-17
To All the Boys I've Loved Before,Susan Johnson,Comedy,Romance,Lana Condor,2018,3.0,shay,4.0,"cute and wholesome but my advice to my fellow women out there is that if a guy likes fight club, run the other direction",https://a.ltrbxd.com/resized/film-poster/3/9/7/9/4/2/397942-to-all-the-boys-i-ve-loved-before-0-230-0-345-crop.jpg?v=e623dcf4f3,2024-12-17
To All the Boys I've Loved Before,Susan Johnson,Comedy,Romance,Lana Condor,2018,3.0,bunny,4.0,she's just like me fr,https://a.ltrbxd.com/resized/film-poster/3/9/7/9/4/2/397942-to-all-the-boys-i-ve-loved-before-0-230-0-345-crop.jpg?v=e623dcf4f3,2024-12-17
Kick-Ass,Matthew Vaughn,Crime,Action,Aaron Taylor-Johnson,2010,3.5,Lucy,4.5,no offense but deadpool who?,https://a.ltrbxd.com/resized/sm/upload/qp/bw/k2/ia/jP8kukObEty5liW76QxJ1o5qlFL-0-230-0-345-crop.jpg?v=d066c2ed48,2024-12-18
Kick-Ass,Matthew Vaughn,Crime,Action,Aaron Taylor-Johnson,2010,3.5,sarah,3.5,i just think that aaron taylor-johnson,https://a.ltrbxd.com/resized/sm/upload/qp/bw/k2/ia/jP8kukObEty5liW76QxJ1o5qlFL-0-230-0-345-crop.jpg?v=d066c2ed48,2024-12-18
Kick-Ass,Matthew Vaughn,Crime,Action,Aaron Taylor-Johnson,2010,3.5,tessa,2.5,the fact that aaron taylor johnson and evan peters BOTH got cast as quicksilver in different cinematic universes. The POWER they hold!,https://a.ltrbxd.com/resized/sm/upload/qp/bw/k2/ia/jP8kukObEty5liW76QxJ1o5qlFL-0-230-0-345-crop.jpg?v=d066c2ed48,2024-12-18
Night at the Museum,Shawn Levy,Fantasy,Family,Ben Stiller,2006,3.3,ciara,4.0,i can't believe this only has a 2.9 star average rating when the scene where tiny owen wilson and steve coogan pop those car tires is alone the funniest thing i ever have and ever will see,https://a.ltrbxd.com/resized/film-poster/5/0/9/4/1/50941-night-at-the-museum-0-230-0-345-crop.jpg?v=8e664558ef,2024-12-19
Night at the Museum,Shawn Levy,Fantasy,Family,Ben Stiller,2006,3.3,emilia,0.0,when jedediah said “i ain’t quittin’ you” to octavius that was a DIRECT reference to brokeback mountain (2005) dir. ang lee,https://a.ltrbxd.com/resized/film-poster/5/0/9/4/1/50941-night-at-the-museum-0-230-0-345-crop.jpg?v=8e664558ef,2024-12-19
Night at the Museum,Shawn Levy,Fantasy,Family,Ben Stiller,2006,3.3,Leah,3.0,jed & octavius threw the first brick at stonewall,https://a.ltrbxd.com/resized/film-poster/5/0/9/4/1/50941-night-at-the-museum-0-230-0-345-crop.jpg?v=8e664558ef,2024-12-19
Old,M. Night Shyamalan,Thriller,Mystery,Vicky Krieps,2021,2.4,CosmonautMarkie,5.0,My mind is blown by every facet of this film. The acting. The script. The story. The directing. All of it was awful. The worst movie I’ve seen in years 🏆,https://a.ltrbxd.com/resized/film-poster/5/5/8/0/5/4/558054-old-0-230-0-345-crop.jpg?v=99abfca3a4,2024-12-20
Old,M. Night Shyamalan,Thriller,Mystery,Vicky Krieps,2021,2.4,Lucy,1.0,this felt like when you take an edible and it hits wrong,https://a.ltrbxd.com/resized/film-poster/5/5/8/0/5/4/558054-old-0-230-0-345-crop.jpg?v=99abfca3a4,2024-12-20
Dream Scenario,Kristoffer Borgli,Comedy,Fantasy,Nicolas Cage,2023,3.4,Jay 👽,4.5,"nicolas cage farts and cums and farts
masterpiece",https://a.ltrbxd.com/resized/film-poster/7/3/9/6/9/1/739691-dream-scenario-0-230-0-345-crop.jpg?v=bd5ff0ede9,2024-12-21
Dream Scenario,Kristoffer Borgli,Comedy,Fantasy,Nicolas Cage,2023,3.4,zoë rose bryant,3.5,everything made sense when i saw “produced by ari aster”,https://a.ltrbxd.com/resized/film-poster/7/3/9/6/9/1/739691-dream-scenario-0-230-0-345-crop.jpg?v=bd5ff0ede9,2024-12-21
Dream Scenario,Kristoffer Borgli,Comedy,Fantasy,Nicolas Cage,2023,3.4,Ayo Edebiri,0.0,"“And then there’s France? For some reason, the French love you.”
Amazing film haha",https://a.ltrbxd.com/resized/film-poster/7/3/9/6/9/1/739691-dream-scenario-0-230-0-345-crop.jpg?v=bd5ff0ede9,2024-12-21
World War Z,Marc Forster,Horror,Action,Brad Pitt,2013,3.1,rach,3.5,tag yourself: i'm the guy that slipped and died,https://a.ltrbxd.com/resized/film-poster/5/7/2/9/2/57292-world-war-z-0-230-0-345-crop.jpg?v=9391f2d1b7,2024-12-22
World War Z,Marc Forster,Horror,Action,Brad Pitt,2013,3.1,Karlie,3.5,"When the zombie apocalypse comes, I really hope they aren't fast zombies. Fuck fast zombies.",https://a.ltrbxd.com/resized/film-poster/5/7/2/9/2/57292-world-war-z-0-230-0-345-crop.jpg?v=9391f2d1b7,2024-12-22
Kingdom of the Planet of the Apes,Wes Ball,Adventure,Science Fiction,Owen Teague,2024,3.3,noen,3.5,bro heard about the Roman Empire and thinks he's Julius Caesar,https://a.ltrbxd.com/resized/film-poster/5/7/8/7/7/4/578774-kingdom-of-the-planet-of-the-apes-0-230-0-345-crop.jpg?v=b765efe92a,2024-12-23
Kingdom of the Planet of the Apes,Wes Ball,Adventure,Science Fiction,Owen Teague,2024,3.3,mariano,4.0,they were talking about caesar like he was their lisan al gaib,https://a.ltrbxd.com/resized/film-poster/5/7/8/7/7/4/578774-kingdom-of-the-planet-of-the-apes-0-230-0-345-crop.jpg?v=b765efe92a,2024-12-23
Prometheus,Ridley Scott,Science Fiction,Horror,Noomi Rapace,2012,3.3,single white femalien,4.0,alien abortion still my favorite scene in all of feminist film herstory,https://a.ltrbxd.com/resized/sm/upload/39/zq/9r/ye/qsYQflQhOuhDpQ0W2aOcwqgDAeI-0-230-0-345-crop.jpg?v=8bfe4f51c3,2024-12-24
Prometheus,Ridley Scott,Science Fiction,Horror,Noomi Rapace,2012,3.3,Emma Stefansky,0.0,"everyone: david, don't touch it
david: oops",https://a.ltrbxd.com/resized/sm/upload/39/zq/9r/ye/qsYQflQhOuhDpQ0W2aOcwqgDAeI-0-230-0-345-crop.jpg?v=8bfe4f51c3,2024-12-24
Prometheus,Ridley Scott,Science Fiction,Horror,Noomi Rapace,2012,3.3,•lily•,3.5,"Ridley Scott: i want to make a prequel to Alien lol
producer: oh so a film that explores the origin of the aliens
Ridley Scott: [hurriedly sketching a dick shaped spaceship] sorry what did you say",https://a.ltrbxd.com/resized/sm/upload/39/zq/9r/ye/qsYQflQhOuhDpQ0W2aOcwqgDAeI-0-230-0-345-crop.jpg?v=8bfe4f51c3,2024-12-24
Teenage Mutant Ninja Turtles: Mutant Mayhem,Jeff Rowe,Action,Comedy,Micah Abbey,2023,3.8,NicoPico,4.0,When the group chat actually hangs out,https://a.ltrbxd.com/resized/film-poster/5/4/2/0/0/5/542005-teenage-mutant-ninja-turtles-mutant-mayhem-0-230-0-345-crop.jpg?v=1b29c3c041,2024-12-26
Teenage Mutant Ninja Turtles: Mutant Mayhem,Jeff Rowe,Action,Comedy,Micah Abbey,2023,3.8,Reece,4.0,"honestly embarrassing that 4 teenage mutant ninja turtles who had never spoken to a human in 15 years of living, have better social skills than i do",https://a.ltrbxd.com/resized/film-poster/5/4/2/0/0/5/542005-teenage-mutant-ninja-turtles-mutant-mayhem-0-230-0-345-crop.jpg?v=1b29c3c041,2024-12-26
Dirty Dancing,Emile Ardolino,Drama,Romance,Jennifer Grey,1987,3.7,demi adejuyigbe,0.0,"i love when hot people dance super close to each other because it reminds me of sex, which is awesome",https://a.ltrbxd.com/resized/film-poster/5/1/9/6/2/51962-dirty-dancing-0-230-0-345-crop.jpg?v=62e57df498,2024-12-27
Dirty Dancing,Emile Ardolino,Drama,Romance,Jennifer Grey,1987,3.7,Harlequin,5.0,I carried a watermelon.,https://a.ltrbxd.com/resized/film-poster/5/1/9/6/2/51962-dirty-dancing-0-230-0-345-crop.jpg?v=62e57df498,2024-12-27
Dirty Dancing,Emile Ardolino,Drama,Romance,Jennifer Grey,1987,3.7,aaron,4.5,"corner
noun (kaw-ner) 
1. where nobody puts baby",https://a.ltrbxd.com/resized/film-poster/5/1/9/6/2/51962-dirty-dancing-0-230-0-345-crop.jpg?v=62e57df498,2024-12-27
Eighth Grade,Bo Burnham,Comedy,Drama,Elsie Fisher,2018,3.8,cathy,4.5,"Kayla: gucci! 👌
me (through tears): gucci 👌",https://a.ltrbxd.com/resized/film-poster/4/2/0/4/5/1/420451-eighth-grade-0-230-0-345-crop.jpg?v=28fed1cb5d,2024-12-28
Cinema Paradiso,Giuseppe Tornatore,Drama,Romance,Philippe Noiret,1988,4.5,SASHA,5.0,My boy Toto would’ve fucking loved Letterboxd.,https://a.ltrbxd.com/resized/film-poster/4/5/4/9/3/45493-cinema-paradiso-0-230-0-345-crop.jpg?v=8e66264ed4,2024-12-29
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,Comedy,,Sacha Baron Cohen,2006,3.7,Jay,3.5,borat shitting at the trump hotel was ahead of it’s time,https://a.ltrbxd.com/resized/film-poster/5/1/6/1/4/51614-borat-cultural-learnings-of-america-for-make-benefit-glori-0-230-0-345-crop.jpg?v=17316654a2,2024-12-30
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,Comedy,,Sacha Baron Cohen,2006,3.7,Jessie,4.0,"Sacha Baron Cohen has created one of the most offensive comedies ever. Absolutely disgusting and crass, depicting Americans to be largely ignorant. Americans! Citizens of the best country in the world! Outrageous. A total racist, sexist mess, that should not be watched by anyone.






...NOT!!!",https://a.ltrbxd.com/resized/film-poster/5/1/6/1/4/51614-borat-cultural-learnings-of-america-for-make-benefit-glori-0-230-0-345-crop.jpg?v=17316654a2,2024-12-30
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,Comedy,,Sacha Baron Cohen,2006,3.7,Sean Fennessey,4.0,This hasn’t aged well...NOT!,https://a.ltrbxd.com/resized/film-poster/5/1/6/1/4/51614-borat-cultural-learnings-of-america-for-make-benefit-glori-0-230-0-345-crop.jpg?v=17316654a2,2024-12-30
Hercules,Ron Clements,Animation,Adventure,Tate Donovan,1997,3.8,James (Schaffrillas),4.5,The only possible justification for making a live-action remake of this is to cast Bob Odenkirk as Hades,https://a.ltrbxd.com/resized/film-poster/4/4/8/3/8/44838-hercules-0-230-0-345-crop.jpg?v=8a4f55aa27,2024-12-31
Hercules,Ron Clements,Animation,Adventure,Tate Donovan,1997,3.8,Emma Stefansky,0.0,"is there any joke funnier than ""someone call IXII""",https://a.ltrbxd.com/resized/film-poster/4/4/8/3/8/44838-hercules-0-230-0-345-crop.jpg?v=8a4f55aa27,2024-12-31
Hercules,Ron Clements,Animation,Adventure,Tate Donovan,1997,3.8,mommy longlegs,5.0,"meg: *exists*
me as a young child, about to develop my first crush on a woman and subsequently repress it for 10+ years: okay. noted.",https://a.ltrbxd.com/resized/film-poster/4/4/8/3/8/44838-hercules-0-230-0-345-crop.jpg?v=8a4f55aa27,2024-12-31
Shazam!,David F. Sandberg,Action,Comedy,Zachary Levi,2019,3.1,andrea🌹,5.0,between this and spider-verse i'm beginning to think the only way to save the comic book movie genre is to give it back to the people it belongs to: kids,https://a.ltrbxd.com/resized/film-poster/2/1/3/1/9/0/213190-shazam--0-230-0-345-crop.jpg?v=5aea3f5ac2,2025-01-01
Shazam!,David F. Sandberg,Action,Comedy,Zachary Levi,2019,3.1,James (Schaffrillas),4.5,I can't believe they got Sans Undertale to play the villain in this movie,https://a.ltrbxd.com/resized/film-poster/2/1/3/1/9/0/213190-shazam--0-230-0-345-crop.jpg?v=5aea3f5ac2,2025-01-01
28 Days Later,Danny Boyle,Horror,Science Fiction,Cillian Murphy,2002,3.8,maria,4.0,why was this filmed with a pink motorola razr,https://a.ltrbxd.com/resized/sm/upload/qr/28/nz/3f/xaYdxi1PBEAYvqknvAmMPK5Eff3-0-230-0-345-crop.jpg?v=22d7237ed9,2025-01-02
28 Days Later,Danny Boyle,Horror,Science Fiction,Cillian Murphy,2002,3.8,scream queen,5.0,"a list of things that will always be scarier than zombies:
1. men",https://a.ltrbxd.com/resized/sm/upload/qr/28/nz/3f/xaYdxi1PBEAYvqknvAmMPK5Eff3-0-230-0-345-crop.jpg?v=22d7237ed9,2025-01-02
28 Days Later,Danny Boyle,Horror,Science Fiction,Cillian Murphy,2002,3.8,sophie,3.5,"imdb said that cillian murphy spends 30% of this movie shirtless or naked, also known as my favourite movie genre",https://a.ltrbxd.com/resized/sm/upload/qr/28/nz/3f/xaYdxi1PBEAYvqknvAmMPK5Eff3-0-230-0-345-crop.jpg?v=22d7237ed9,2025-01-02
Monty Python and the Holy Grail,Terry Jones,Fantasy,Comedy,Graham Chapman,1975,4.1,DirkH,5.0,"Dear 90% of modern comedy,
You don't entertain me, unfunny pig dogs. Go and boil your bottoms, you sons of a silly person. I blow my nose at you, so-called ""comedy,"" you and all your silly, uninspired friends.
I don't want to watch you no more, you empty headed animal food trough wiper. I fart in your general direction. Your mother was a hamster and your father smelt of elderberries.
Sincerely,
Ni",https://a.ltrbxd.com/resized/film-poster/5/1/3/9/0/51390-monty-python-and-the-holy-grail-0-230-0-345-crop.jpg?v=a294ae5def,2025-01-03
Monty Python and the Holy Grail,Terry Jones,Fantasy,Comedy,Graham Chapman,1975,4.1,VitaminC,4.0,the first shitpost in history,https://a.ltrbxd.com/resized/film-poster/5/1/3/9/0/51390-monty-python-and-the-holy-grail-0-230-0-345-crop.jpg?v=a294ae5def,2025-01-03
Monty Python and the Holy Grail,Terry Jones,Fantasy,Comedy,Graham Chapman,1975,4.1,Wesley R. Ball,5.0,"Strange women lying in ponds distributing swords is no basis for a system of government. If I went around saying I was an emperor, just because some moistened bint lobbed a scimitar at me, they'd put me away!",https://a.ltrbxd.com/resized/film-poster/5/1/3/9/0/51390-monty-python-and-the-holy-grail-0-230-0-345-crop.jpg?v=a294ae5def,2025-01-03
Life Is Beautiful,Roberto Benigni,Comedy,Drama,Roberto Benigni,1997,4.4,cinéfila... 🕯️,4.0,"me, looking at the title of this movie immediately after watching it: so that was a fucking lie",https://a.ltrbxd.com/resized/film-poster/5/1/4/8/7/51487-life-is-beautiful-0-230-0-345-crop.jpg?v=90ed0e667e,2025-01-04
Life Is Beautiful,Roberto Benigni,Comedy,Drama,Roberto Benigni,1997,4.4,maddie,4.5,"Buongiorno, Principessa!",https://a.ltrbxd.com/resized/film-poster/5/1/4/8/7/51487-life-is-beautiful-0-230-0-345-crop.jpg?v=90ed0e667e,2025-01-04
The Proposal,Anne Fletcher,Romance,Drama,Sandra Bullock,2009,3.3,bella 👻🖤✨,4.5,i’ve asked this question for 9 years. why was ryan reyonalds undressing outside on the balcony.,https://a.ltrbxd.com/resized/film-poster/4/0/4/7/9/40479-the-proposal-0-230-0-345-crop.jpg?v=3ae07535cc,2025-01-05
The Proposal,Anne Fletcher,Romance,Drama,Sandra Bullock,2009,3.3,lauren,4.0,"writer #1: so we need a scene that shows the more expressive, laid back and fun side of margaret’s personality. anyone have any ideas?
writer #2: how about we make her do a tribal dance around a campfire in the alaskan woods with gammy, who’s dressed up in traditional native american clothing, to the beat of get low by lil jon & the east side boyz?
writer #1: ....steve, you’re a goddamn genius. here are my keys. go to my house and fuck my wife.",https://a.ltrbxd.com/resized/film-poster/4/0/4/7/9/40479-the-proposal-0-230-0-345-crop.jpg?v=3ae07535cc,2025-01-05
The Hunt,Thomas Vinterberg,Drama,,Mads Mikkelsen,2012,4.3,maria,5.0,Hannibal: Origins,https://a.ltrbxd.com/resized/film-poster/8/4/0/5/1/84051-the-hunt-0-230-0-345-crop.jpg?v=f1c08cc1a2,2025-01-06
The Hunt,Thomas Vinterberg,Drama,,Mads Mikkelsen,2012,4.3,sophie,4.0,not since briony from atonement have i hated a child so much,https://a.ltrbxd.com/resized/film-poster/8/4/0/5/1/84051-the-hunt-0-230-0-345-crop.jpg?v=f1c08cc1a2,2025-01-06
Rocketman,Dexter Fletcher,Music,Drama,Taron Egerton,2019,3.7,Charlie,3.5,"What's your name?
Elton
Elton what?
*looks at picture of the Beatles*
Elton Ringo sir",https://a.ltrbxd.com/resized/film-poster/4/3/4/4/8/2/434482-rocketman-0-230-0-345-crop.jpg?v=a6f47feb2d,2025-01-07
