title,director,genre_1,genre_2,actors,movie_release,average_rating,top_reviewer,top_review_rating,top_review_text,poster_url,release_date
Slumdog Millionaire,Danny Boyle,Drama,Romance,Dev Patel,2008,3.9,kennedy,4.0,"hello? yes, i'd like to report a crime. dev patel is the most beautiful boy i've ever seen...excuse me what do you mean that isn't a crime? i've been attacked",https://a.ltrbxd.com/resized/film-poster/4/4/6/1/3/44613-slumdog-millionaire-0-230-0-345-crop.jpg?v=6cff9e413f,2024-12-08
Slumdog Millionaire,Danny Boyle,Drama,Romance,Dev Patel,2008,3.9,Danzel Vaughn,4.0,the only time you wouldn’t be mad if you called your brother and your girlfriend picked up.,https://a.ltrbxd.com/resized/film-poster/4/4/6/1/3/44613-slumdog-millionaire-0-230-0-345-crop.jpg?v=6cff9e413f,2024-12-08
Amadeus,Miloš Forman,History,Drama,F. Murray Abraham,1984,4.3,Amadeus,5.0,"Perfection.
I don't understand why this movie isn't higher rated. What criticism could possibly be raised about this flawless masterpiece?
Too many notes?",https://a.ltrbxd.com/resized/sm/upload/bn/hr/ki/ay/eP2pJudgGzUlo2kZuh0tF1MInsb-0-230-0-345-crop.jpg?v=907dc282ae,2024-12-09
Amadeus,Miloš Forman,History,Drama,F. Murray Abraham,1984,4.3,davidehrlich,4.0,not naming this movie after Salieri is *such* a good joke.,https://a.ltrbxd.com/resized/sm/upload/bn/hr/ki/ay/eP2pJudgGzUlo2kZuh0tF1MInsb-0-230-0-345-crop.jpg?v=907dc282ae,2024-12-09
Amadeus,Miloš Forman,History,Drama,F. Murray Abraham,1984,4.3,#1 gizmo fan,4.5,i knew mozart was an aquarius the EXACT MOMENT his goofy annoying ass walked into the room,https://a.ltrbxd.com/resized/sm/upload/bn/hr/ki/ay/eP2pJudgGzUlo2kZuh0tF1MInsb-0-230-0-345-crop.jpg?v=907dc282ae,2024-12-09
Paddington 2,Paul King,Family,Adventure,Ben Whishaw,2017,4.2,lauren,5.0,people who don’t cry over paddington are the weaker species and will be taken by natural selection,https://a.ltrbxd.com/resized/sm/upload/ij/ub/so/m3/zuXMvSQq9F7H29qzuUm0qyUqw6m-0-230-0-345-crop.jpg?v=a53cafc017,2024-12-10
Paddington 2,Paul King,Family,Adventure,Ben Whishaw,2017,4.2,Stephanie,5.0,that part where Paddington cures that man's depression by just cleaning his windows and letting the sun come in? that's what happens to me when I watch anything involving this little bear.,https://a.ltrbxd.com/resized/sm/upload/ij/ub/so/m3/zuXMvSQq9F7H29qzuUm0qyUqw6m-0-230-0-345-crop.jpg?v=a53cafc017,2024-12-10
Paddington 2,Paul King,Family,Adventure,Ben Whishaw,2017,4.2,Jay,4.0,watching this in a british household is just someone saying every 5 minutes thats the guy from the tesco ads,https://a.ltrbxd.com/resized/sm/upload/ij/ub/so/m3/zuXMvSQq9F7H29qzuUm0qyUqw6m-0-230-0-345-crop.jpg?v=a53cafc017,2024-12-10
Bo Burnham: Inside,Bo Burnham,Comedy,Drama,Bo Burnham,2021,4.2,remi,5.0,now i'm horny AND i feel like shit,https://a.ltrbxd.com/resized/film-poster/7/3/9/7/7/5/739775-bo-burnham-inside-0-230-0-345-crop.jpg?v=3f06d60271,2024-12-11
Bo Burnham: Inside,Bo Burnham,Comedy,Drama,Bo Burnham,2021,4.2,Karsten,0.0,bo is a very good guy who makes very good things that are very important to me and i'll just leave it at that,https://a.ltrbxd.com/resized/film-poster/7/3/9/7/7/5/739775-bo-burnham-inside-0-230-0-345-crop.jpg?v=3f06d60271,2024-12-11
Mission: Impossible,Brian De Palma,Action,Thriller,Tom Cruise,1996,3.6,24framesofnick,3.5,If Tom Cruise wasn’t weird he’d be the coolest guy to ever exist im sorry,https://a.ltrbxd.com/resized/film-poster/5/1/2/0/6/51206-mission-impossible-0-230-0-345-crop.jpg?v=7b7690e145,2024-12-12
Malignant,James Wan,Mystery,Horror,Annabelle Wallis,2021,3.1,David Chen,4.0,This happened to my friend Susan,https://a.ltrbxd.com/resized/film-poster/5/4/6/3/4/8/546348-malignant-0-230-0-345-crop.jpg?v=11e0d82f5d,2024-12-13
Malignant,James Wan,Mystery,Horror,Annabelle Wallis,2021,3.1,Matt Singer,3.5,"Me, 20 minutes in: Really? This is it?
Me, 80 minutes in: lololololol yes absolutely please never end",https://a.ltrbxd.com/resized/film-poster/5/4/6/3/4/8/546348-malignant-0-230-0-345-crop.jpg?v=11e0d82f5d,2024-12-13
Decision to Leave,Park Chan-wook,Mystery,Romance,Tang Wei,2022,4.0,Karsten,5.0,feeling shattered,https://a.ltrbxd.com/resized/film-poster/6/2/9/3/2/0/629320-decision-to-leave-0-230-0-345-crop.jpg?v=30eaeaf481,2024-12-14
House,Nobuhiko Obayashi,Comedy,Fantasy,Kimiko Ikegami,1977,4.0,Ayo Edebiri,4.5,my favorite part about this is that he saw jaws and said “I would like to make a movie like jaws” and then he made this movie,https://a.ltrbxd.com/resized/sm/upload/7f/z3/ho/6j/6vblWscFAbIm9V5CwHC7IImgAq9-0-230-0-345-crop.jpg?v=b505ff45b0,2024-12-15
House,Nobuhiko Obayashi,Comedy,Fantasy,Kimiko Ikegami,1977,4.0,amaya,5.0,this is what sleepovers feel like when you are 12,https://a.ltrbxd.com/resized/sm/upload/7f/z3/ho/6j/6vblWscFAbIm9V5CwHC7IImgAq9-0-230-0-345-crop.jpg?v=b505ff45b0,2024-12-15
Infinity Pool,Brandon Cronenberg,Science Fiction,Horror,Alexander Skarsgård,2023,3.1,Madeline Henderson,4.0,my nipples feel unsafe,https://a.ltrbxd.com/resized/film-poster/5/9/1/9/3/1/591931-infinity-pool-0-230-0-345-crop.jpg?v=1fdb8549ff,2024-12-16
House of Gucci,Ridley Scott,Drama,Crime,Lady Gaga,2021,2.9,kyle,1.5,IM FREEEEEE!!!!!!!! LONGEST EXPERIENCE OF MY FUCKING LIFE,https://a.ltrbxd.com/resized/film-poster/5/7/0/1/9/3/570193-house-of-gucci-0-230-0-345-crop.jpg?v=5360fe0784,2024-12-17
Big Fish,Tim Burton,Drama,Adventure,Ewan McGregor,2003,3.9,clownhead,5.0,IMDb Trivia: every single drop of water in this movie is one or more of my tears,https://a.ltrbxd.com/resized/sm/upload/w2/v9/2v/lv/6DRFdlNZpAaEt7eejsbAlJGgaM7-0-230-0-345-crop.jpg?v=89bfbcf64e,2024-12-18
Big Fish,Tim Burton,Drama,Adventure,Ewan McGregor,2003,3.9,amanda,4.0,my dad kept saying the giant looked like adam driver so i think that ruined a bit of the experience,https://a.ltrbxd.com/resized/sm/upload/w2/v9/2v/lv/6DRFdlNZpAaEt7eejsbAlJGgaM7-0-230-0-345-crop.jpg?v=89bfbcf64e,2024-12-18
Big Fish,Tim Burton,Drama,Adventure,Ewan McGregor,2003,3.9,Boy Roarbison [fka Nag Champion],4.0,"The last good film Tim Burton has made. The only good film Tim Burton has made in this century. The best film Tim Burton has ever made. God, I hate Tim Burton.",https://a.ltrbxd.com/resized/sm/upload/w2/v9/2v/lv/6DRFdlNZpAaEt7eejsbAlJGgaM7-0-230-0-345-crop.jpg?v=89bfbcf64e,2024-12-18
Napoleon Dynamite,Jared Hess,Comedy,,Jon Heder,2004,3.7,travis k,3.0,This movie feels like being in Goodwill,https://a.ltrbxd.com/resized/film-poster/4/7/8/6/7/47867-napoleon-dynamite-0-230-0-345-crop.jpg?v=dc5d6552f9,2024-12-19
Napoleon Dynamite,Jared Hess,Comedy,,Jon Heder,2004,3.7,Lucy,5.0,how do i rate a movie higher than 5 stars,https://a.ltrbxd.com/resized/film-poster/4/7/8/6/7/47867-napoleon-dynamite-0-230-0-345-crop.jpg?v=dc5d6552f9,2024-12-19
Rushmore,Wes Anderson,Comedy,Drama,Jason Schwartzman,1998,3.9,rachel,3.5,"‘these are O.R. scrubs.’
‘O R they?’
I CHOKED",https://a.ltrbxd.com/resized/sm/upload/vx/bi/ni/1k/921qm0FJwDvi6ptaxNCp7xvqNGA-0-230-0-345-crop.jpg?v=e356b53de6,2024-12-20
Rushmore,Wes Anderson,Comedy,Drama,Jason Schwartzman,1998,3.9,maria,3.5,"max fischer saved latin at 15, wtf you doin' with yo life?",https://a.ltrbxd.com/resized/sm/upload/vx/bi/ni/1k/921qm0FJwDvi6ptaxNCp7xvqNGA-0-230-0-345-crop.jpg?v=e356b53de6,2024-12-20
Rushmore,Wes Anderson,Comedy,Drama,Jason Schwartzman,1998,3.9,Josh Larsen,5.0,Dirk Calloway is really the only one here with a decent head on his shoulders.,https://a.ltrbxd.com/resized/sm/upload/vx/bi/ni/1k/921qm0FJwDvi6ptaxNCp7xvqNGA-0-230-0-345-crop.jpg?v=e356b53de6,2024-12-20
Dog Day Afternoon,Sidney Lumet,Crime,Drama,Al Pacino,1975,4.3,Vivian,5.0,number 1 rule of bank robbery: have fun and be yourself,https://a.ltrbxd.com/resized/film-poster/5/1/1/9/5/51195-dog-day-afternoon-0-230-0-345-crop.jpg?v=dcce1e7cbb,2024-12-21
Dog Day Afternoon,Sidney Lumet,Crime,Drama,Al Pacino,1975,4.3,maria,5.0,70s al pacino could rob my bank any day and any night he wanted,https://a.ltrbxd.com/resized/film-poster/5/1/1/9/5/51195-dog-day-afternoon-0-230-0-345-crop.jpg?v=dcce1e7cbb,2024-12-21
Dog Day Afternoon,Sidney Lumet,Crime,Drama,Al Pacino,1975,4.3,fran hoepfner,5.0,the second my short king is climbing on chairs to spray paint over the cameras I knew we were golden,https://a.ltrbxd.com/resized/film-poster/5/1/1/9/5/51195-dog-day-afternoon-0-230-0-345-crop.jpg?v=dcce1e7cbb,2024-12-21
The Game,David Fincher,Thriller,Drama,Michael Douglas,1997,3.8,gal pacino,3.0,this is actually the only way to trick a man into self-reflection,https://a.ltrbxd.com/resized/sm/upload/p4/tj/oj/ph/4b7QXyDJsDFXrwVHUNlrmezCZJC-0-230-0-345-crop.jpg?v=0f6a2cc0bb,2024-12-22
The Game,David Fincher,Thriller,Drama,Michael Douglas,1997,3.8,˗ˏˋ suspirliam ˊˎ˗,4.0,so you just gonna bring me a birthday gift on my birthday to my birthday party on my birthday with a birthday gift,https://a.ltrbxd.com/resized/sm/upload/p4/tj/oj/ph/4b7QXyDJsDFXrwVHUNlrmezCZJC-0-230-0-345-crop.jpg?v=0f6a2cc0bb,2024-12-22
Breakfast at Tiffany's,Blake Edwards,Romance,Comedy,Audrey Hepburn,1961,3.8,sarah,3.5,can you imagine how perfect this film would be without all the racism,https://a.ltrbxd.com/resized/sm/upload/ay/kc/2m/81/c95lbDwL5WT8PV9DZsdSvRtXKNA-0-230-0-345-crop.jpg?v=e8848c7700,2024-12-23
Breakfast at Tiffany's,Blake Edwards,Romance,Comedy,Audrey Hepburn,1961,3.8,Marian,5.0,that cat didn't deserve any of this,https://a.ltrbxd.com/resized/sm/upload/ay/kc/2m/81/c95lbDwL5WT8PV9DZsdSvRtXKNA-0-230-0-345-crop.jpg?v=e8848c7700,2024-12-23
Breakfast at Tiffany's,Blake Edwards,Romance,Comedy,Audrey Hepburn,1961,3.8,lauren,4.5,the biggest mood in the world is when they show up to tiffany’s looking for something under $10,https://a.ltrbxd.com/resized/sm/upload/ay/kc/2m/81/c95lbDwL5WT8PV9DZsdSvRtXKNA-0-230-0-345-crop.jpg?v=e8848c7700,2024-12-23
Mamma Mia! Here We Go Again,Ol Parker,Comedy,Romance,Lily James,2018,3.4,Mars 🍭,5.0,This has MAJOR continuity issues and we know the younger cast members pale in comparison to the older ones but you know what? I DON’T CARE! Lily James cartwheeling all over a field for no apparent reason watered my crops! Christine Baranski’s high kick in Angel Eyes cleared my skin! Colin Firth and Stellan Skarsgard doing the Titanic pose and dancing on the ship gave me my rights! Mamma Mia: Here We Fucking Go Again Bitch!,https://a.ltrbxd.com/resized/film-poster/3/9/0/2/6/4/390264-mamma-mia-here-we-go-again-0-230-0-345-crop.jpg?v=6c5ecc5b00,2024-12-24
Mamma Mia! Here We Go Again,Ol Parker,Comedy,Romance,Lily James,2018,3.4,harley,5.0,the fact that some of you are pretentious enough to walk into a movie musical sequel based on a literal broadway show with a plot told entirely through abba songs that stars cher to then walk out of it and post a letterboxd review calling it “cheesy” or “over the top” or “ridiculous” is genuinely astonishing to me like please let yourselves have a little bit of fun every once in a while i promise it will make people like you more,https://a.ltrbxd.com/resized/film-poster/3/9/0/2/6/4/390264-mamma-mia-here-we-go-again-0-230-0-345-crop.jpg?v=6c5ecc5b00,2024-12-24
Mamma Mia! Here We Go Again,Ol Parker,Comedy,Romance,Lily James,2018,3.4,James,0.0,some girl in my theater when cher showed up in the trailer: “omg lady gaga??”,https://a.ltrbxd.com/resized/film-poster/3/9/0/2/6/4/390264-mamma-mia-here-we-go-again-0-230-0-345-crop.jpg?v=6c5ecc5b00,2024-12-24
The Polar Express,Robert Zemeckis,Adventure,Animation,Tom Hanks,2004,3.3,Lucy,3.5,snowpiercer: the animated children's christmas special,https://a.ltrbxd.com/resized/film-poster/4/8/8/8/3/48883-the-polar-express-0-230-0-345-crop.jpg?v=3f712d66a6,2024-12-25
The Polar Express,Robert Zemeckis,Adventure,Animation,Tom Hanks,2004,3.3,lauren,5.0,the hot chocolate song has citizen kane shaking in its boots,https://a.ltrbxd.com/resized/film-poster/4/8/8/8/3/48883-the-polar-express-0-230-0-345-crop.jpg?v=3f712d66a6,2024-12-25
Prey,Dan Trachtenberg,Science Fiction,Action,Amber Midthunder,2022,3.6,CosmonautMarkie,4.0,Congratulations to the Predator franchise for finally having its second good movie,https://a.ltrbxd.com/resized/film-poster/6/8/6/3/8/9/686389-prey-0-230-0-345-crop.jpg?v=f9f0c6bb6e,2024-12-26
Prey,Dan Trachtenberg,Science Fiction,Action,Amber Midthunder,2022,3.6,Jay,3.5,"“does your constant dread over a fictional dogs safety effect your overall enjoyment of the movie?”
“it does, and im tired of pretending its not”",https://a.ltrbxd.com/resized/film-poster/6/8/6/3/8/9/686389-prey-0-230-0-345-crop.jpg?v=f9f0c6bb6e,2024-12-26
The Theory of Everything,James Marsh,Romance,Drama,Eddie Redmayne,2014,3.6,DirkH,1.5,"So this is the film we give the greatest mind of our generation?
Wow.
Dull, overly sentimental, providing only soap opera insights and saying Nothing about Everything.
Performances aside, this is nothing more than manipulative, melodramatic piffle.
And the most ironic thing is that to Jane, Stephen was more than his disease, to her it was always about the man. Too bad the film didn't follow suit.",https://a.ltrbxd.com/resized/film-poster/1/9/0/0/7/7/190077-the-theory-of-everything-0-230-0-345-crop.jpg?v=d1c034cf99,2024-12-27
The Theory of Everything,James Marsh,Romance,Drama,Eddie Redmayne,2014,3.6,Karsten,1.5,What is this CBS in the morning  ass bullshit?,https://a.ltrbxd.com/resized/film-poster/1/9/0/0/7/7/190077-the-theory-of-everything-0-230-0-345-crop.jpg?v=d1c034cf99,2024-12-27
The Unbearable Weight of Massive Talent,Tom Gormican,Action,Crime,Nicolas Cage,2022,3.4,•lily•,3.0,Should have just been a feature length version of the scene where nicolas cage and pedro pascal watch paddington 2 together,https://a.ltrbxd.com/resized/film-poster/5/7/4/3/8/5/574385-the-unbearable-weight-of-massive-talent-0-230-0-345-crop.jpg?v=2c49da09f3,2024-12-28
The Unbearable Weight of Massive Talent,Tom Gormican,Action,Crime,Nicolas Cage,2022,3.4,James (Schaffrillas),2.5,This was like 5 different movies at once and the only good one was Nick Cage and Pedro Pascal vibing,https://a.ltrbxd.com/resized/film-poster/5/7/4/3/8/5/574385-the-unbearable-weight-of-massive-talent-0-230-0-345-crop.jpg?v=2c49da09f3,2024-12-28
The Unbearable Weight of Massive Talent,Tom Gormican,Action,Crime,Nicolas Cage,2022,3.4,shane 黃尚,4.0,Drop your letterboxd Javi,https://a.ltrbxd.com/resized/film-poster/5/7/4/3/8/5/574385-the-unbearable-weight-of-massive-talent-0-230-0-345-crop.jpg?v=2c49da09f3,2024-12-28
Bridget Jones's Diary,Sharon Maguire,Comedy,Romance,Renée Zellweger,2001,3.4,robert,0.0,"""The fight scene between Hugh Grant and Colin Firth wasn't choreographed. It was improvised between the actors.""
i can't believe the most iconic fight scene of all time wasn't even choreographed. fuck off david fincher",https://a.ltrbxd.com/resized/sm/upload/0u/jf/ve/sc/ydsXlFK0fmOphAIjqsmf5U6j1LU-0-230-0-345-crop.jpg?v=d771ae3fb2,2024-12-29
Bridget Jones's Diary,Sharon Maguire,Comedy,Romance,Renée Zellweger,2001,3.4,Karsten,3.0,Hugh Grant’s hair is a character in itself.,https://a.ltrbxd.com/resized/sm/upload/0u/jf/ve/sc/ydsXlFK0fmOphAIjqsmf5U6j1LU-0-230-0-345-crop.jpg?v=d771ae3fb2,2024-12-29
Bridget Jones's Diary,Sharon Maguire,Comedy,Romance,Renée Zellweger,2001,3.4,phoebe 💫,5.0,"Hugh Grant rowing a boat saying ""Fuck me I love Keats"" and then emerging from a pond in a wet button-down shirt with a wilted cigarette in his mouth is the Female Gaze",https://a.ltrbxd.com/resized/sm/upload/0u/jf/ve/sc/ydsXlFK0fmOphAIjqsmf5U6j1LU-0-230-0-345-crop.jpg?v=d771ae3fb2,2024-12-29
Smile 2,Parker Finn,Mystery,Horror,Naomi Scott,2024,3.3,jer ❄️,4.0,This happens when you don't thank Beyoncé,https://a.ltrbxd.com/resized/film-poster/9/9/2/3/6/0/992360-smile-2-2024-0-230-0-345-crop.jpg?v=88ee6db259,2024-12-30
Smile 2,Parker Finn,Mystery,Horror,Naomi Scott,2024,3.3,Sydney🚀,3.0,Naomi Scott is so good in this but the most impressive part was how she was continuously just downing entire bottles of Voss water like a fucking champ,https://a.ltrbxd.com/resized/film-poster/9/9/2/3/6/0/992360-smile-2-2024-0-230-0-345-crop.jpg?v=88ee6db259,2024-12-30
Smile 2,Parker Finn,Mystery,Horror,Naomi Scott,2024,3.3,corey👻,4.0,lady raven and skye riley cunty world tour when,https://a.ltrbxd.com/resized/film-poster/9/9/2/3/6/0/992360-smile-2-2024-0-230-0-345-crop.jpg?v=88ee6db259,2024-12-30
The Mask,Chuck Russell,Fantasy,Romance,Jim Carrey,1994,3.4,yazz! *･ﾟ✧,3.0,cameron diaz date a non-green man challenge,https://a.ltrbxd.com/resized/film-poster/5/1/2/9/8/51298-the-mask-0-230-0-345-crop.jpg?v=0b7bc0d127,2024-12-31
The Mask,Chuck Russell,Fantasy,Romance,Jim Carrey,1994,3.4,SilentDawn,3.5,"65
Milo is a better performer than most actors.",https://a.ltrbxd.com/resized/film-poster/5/1/2/9/8/51298-the-mask-0-230-0-345-crop.jpg?v=0b7bc0d127,2024-12-31
The Master,Paul Thomas Anderson,Drama,,Joaquin Phoenix,2012,4.0,gal pacino,4.0,lancaster dodd is just tyler durden for people who know how to read,https://a.ltrbxd.com/resized/film-poster/5/2/5/1/2/52512-the-master-0-230-0-345-crop.jpg?v=815c91c273,2025-01-01
The Life Aquatic with Steve Zissou,Wes Anderson,Comedy,Adventure,Bill Murray,2004,3.8,maria,4.0,"if a movie contains a brazilian man singing his own covers of david bowie songs whilst wearing a red beanie and also being directed by my main bitch, wes anderson, it gets an automatic four stars rating from me",https://a.ltrbxd.com/resized/sm/upload/lj/js/4a/zc/the-life-aquatic-with-steve-zissou-original-0-230-0-345-crop.jpg?v=c206023bc2,2025-01-02
The Life Aquatic with Steve Zissou,Wes Anderson,Comedy,Adventure,Bill Murray,2004,3.8,Muriel,5.0,willem dafoe in shorts is my favorite willem dafoe,https://a.ltrbxd.com/resized/sm/upload/lj/js/4a/zc/the-life-aquatic-with-steve-zissou-original-0-230-0-345-crop.jpg?v=c206023bc2,2025-01-02
The Life Aquatic with Steve Zissou,Wes Anderson,Comedy,Adventure,Bill Murray,2004,3.8,amaya,4.0,willem dafoe in short pants and a red beanie running around & scolding people with a bad german accent is what i call a Good Creative Decision,https://a.ltrbxd.com/resized/sm/upload/lj/js/4a/zc/the-life-aquatic-with-steve-zissou-original-0-230-0-345-crop.jpg?v=c206023bc2,2025-01-02
Kingsman: The Golden Circle,Matthew Vaughn,Adventure,Action,Taron Egerton,2017,3.1,davidehrlich,3.0,"my wife cried 3 times.
1 involved a landmine.
1 involved channing tatum just showing up on screen.
1 involved a puppy.",https://a.ltrbxd.com/resized/sm/upload/3h/o6/gc/iy/yOGf8Or1k78Y6OLdYmTTSGHW1dP-0-230-0-345-crop.jpg?v=9a2da8212b,2025-01-03
Kingsman: The Golden Circle,Matthew Vaughn,Adventure,Action,Taron Egerton,2017,3.1,bel,4.0,Elton John telling everyone to fuck themselves was FUUCKING SPECTACULAR AY,https://a.ltrbxd.com/resized/sm/upload/3h/o6/gc/iy/yOGf8Or1k78Y6OLdYmTTSGHW1dP-0-230-0-345-crop.jpg?v=9a2da8212b,2025-01-03
Kingsman: The Golden Circle,Matthew Vaughn,Adventure,Action,Taron Egerton,2017,3.1,chloe 💓,4.0,this movie is so fucking stupid. i want 20 more,https://a.ltrbxd.com/resized/sm/upload/3h/o6/gc/iy/yOGf8Or1k78Y6OLdYmTTSGHW1dP-0-230-0-345-crop.jpg?v=9a2da8212b,2025-01-03
The Little Mermaid,Ron Clements,Family,Animation,Jodi Benson,1989,3.7,james💫,4.0,Ariel really sold her soul for dick,https://a.ltrbxd.com/resized/sm/upload/tp/jv/zf/fi/Amwq3yJP4VblXUptDAV7S13smCd-0-230-0-345-crop.jpg?v=0557a0e3dd,2025-01-04
The Little Mermaid,Ron Clements,Family,Animation,Jodi Benson,1989,3.7,Branson Reese,0.0,"The shit in the kitchen with Louis trying to kill Sebastian is the funniest shit in the world oh my god. He’s just the gruesome French proto-Wario singing to himself about how much he loves to brutalize the dead fish and how glad he is that they’re dead, having the time of his life. Completely alone, giving it his absolute all for no audience. And then when he sees a living crab he instantly loses his mind and begins trying to kill him with a glee that borders on suicidal. Tex Avery shit.",https://a.ltrbxd.com/resized/sm/upload/tp/jv/zf/fi/Amwq3yJP4VblXUptDAV7S13smCd-0-230-0-345-crop.jpg?v=0557a0e3dd,2025-01-04
The Little Mermaid,Ron Clements,Family,Animation,Jodi Benson,1989,3.7,mommy longlegs,5.0,"ariel: i'm sixteen years old, i'm not a child anymore!
me: bitch, sit your ass down and shut the hell up, bitch",https://a.ltrbxd.com/resized/sm/upload/tp/jv/zf/fi/Amwq3yJP4VblXUptDAV7S13smCd-0-230-0-345-crop.jpg?v=0557a0e3dd,2025-01-04
Okja,Bong Joon-ho,Drama,Science Fiction,Ahn Seo-hyun,2017,3.7,#1 gizmo fan,4.5,this movie is absolutely incredible but fuck it for making me think paul dano is hot,https://a.ltrbxd.com/resized/film-poster/3/2/2/1/1/0/322110-okja-0-230-0-345-crop.jpg?v=d2199dff20,2025-01-05
Freaky Friday,Mark Waters,Comedy,Family,Lindsay Lohan,2003,3.4,James (Schaffrillas),4.5,Now that's an Oscar-worthy Jamie Lee Curtis performance,https://a.ltrbxd.com/resized/film-poster/4/6/3/3/1/46331-freaky-friday-0-230-0-345-crop.jpg?v=28ee6e7c8a,2025-01-06
Freaky Friday,Mark Waters,Comedy,Family,Lindsay Lohan,2003,3.4,Holly-Beth,3.5,nothing feels more 2003 than the name Chad Michael Murray,https://a.ltrbxd.com/resized/film-poster/4/6/3/3/1/46331-freaky-friday-0-230-0-345-crop.jpg?v=28ee6e7c8a,2025-01-06
Freaky Friday,Mark Waters,Comedy,Family,Lindsay Lohan,2003,3.4,Bethany,4.5,this film has a 2.9 average rating... i guess not everyone understands true classic cinema like i do? :/,https://a.ltrbxd.com/resized/film-poster/4/6/3/3/1/46331-freaky-friday-0-230-0-345-crop.jpg?v=28ee6e7c8a,2025-01-06
A Bug's Life,John Lasseter,Comedy,Animation,Dave Foley,1998,3.5,robyn,4.0,why dont pixar do bloopers no more,https://a.ltrbxd.com/resized/film-poster/4/7/1/1/1/47111-a-bug-s-life-0-230-0-345-crop.jpg?v=30ec62f056,2025-01-07
